"dep","sexe","jour","hosp","rea","HospConv","SSR_USLD","autres","rad","dc"
"05","0","2021-11-16","18","2","11","4","1","1401","271"
"05","1","2021-11-16","9","1","6","2","0","697","164"
"05","2","2021-11-16","9","1","5","2","1","695","105"
"06","0","2021-11-16","147","15","76","52","4","7743","1709"
"06","1","2021-11-16","63","13","28","21","1","3935","983"
"06","2","2021-11-16","82","2","46","31","3","3701","708"
"07","0","2021-11-16","37","3","22","12","0","2194","510"
"07","1","2021-11-16","21","2","12","7","0","1021","302"
"07","2","2021-11-16","16","1","10","5","0","1136","205"
"08","0","2021-11-16","19","1","16","2","0","1252","383"
"08","1","2021-11-16","11","1","10","0","0","650","224"
"08","2","2021-11-16","8","0","6","2","0","591","158"
"09","0","2021-11-16","10","4","5","1","0","563","103"
"09","1","2021-11-16","7","3","3","1","0","270","63"
"09","2","2021-11-16","3","1","2","0","0","289","40"
"10","0","2021-11-16","11","1","9","1","0","2062","456"
"10","1","2021-11-16","6","0","6","0","0","1072","272"
"10","2","2021-11-16","5","1","3","1","0","978","181"
"11","0","2021-11-16","46","7","21","16","2","1539","413"
"11","1","2021-11-16","20","6","8","5","1","773","237"
"11","2","2021-11-16","25","1","13","10","1","753","165"
"12","0","2021-11-16","24","1","14","9","0","1201","258"
"12","1","2021-11-16","11","1","7","3","0","610","146"
"12","2","2021-11-16","13","0","7","6","0","573","110"
"13","0","2021-11-16","452","102","156","191","3","26002","4120"
"13","1","2021-11-16","230","65","76","88","1","13366","2420"
"13","2","2021-11-16","219","36","79","102","2","12462","1671"
"14","0","2021-11-16","49","11","32","4","2","3002","648"
"14","1","2021-11-16","23","8","12","2","1","1446","359"
"14","2","2021-11-16","21","3","16","1","1","1528","285"
"15","0","2021-11-16","3","2","1","0","0","624","145"
"15","1","2021-11-16","2","1","1","0","0","310","81"
"15","2","2021-11-16","1","1","0","0","0","309","61"
"16","0","2021-11-16","31","6","18","7","0","755","173"
"16","1","2021-11-16","13","4","6","3","0","392","105"
"16","2","2021-11-16","17","2","11","4","0","355","68"
"17","0","2021-11-16","49","9","31","9","0","1472","384"
"17","1","2021-11-16","24","4","17","3","0","774","231"
"17","2","2021-11-16","24","4","14","6","0","693","152"
"18","0","2021-11-16","19","2","12","5","0","1671","525"
"18","1","2021-11-16","13","2","9","2","0","778","280"
"18","2","2021-11-16","6","0","3","3","0","889","244"
"19","0","2021-11-16","32","6","26","0","0","1045","239"
"19","1","2021-11-16","23","6","17","0","0","515","134"
"19","2","2021-11-16","9","0","9","0","0","522","103"
"21","0","2021-11-16","36","5","23","7","1","4064","969"
"21","1","2021-11-16","18","3","11","3","1","2052","564"
"21","2","2021-11-16","18","2","12","4","0","1984","398"
"22","0","2021-11-16","34","4","23","4","3","1469","266"
"22","1","2021-11-16","17","2","13","0","2","698","153"
"22","2","2021-11-16","17","2","10","4","1","766","112"
"23","0","2021-11-16","14","5","8","1","0","638","104"
"23","1","2021-11-16","7","3","4","0","0","323","59"
"23","2","2021-11-16","7","2","4","1","0","313","44"
"24","0","2021-11-16","104","2","35","67","0","1088","268"
"24","1","2021-11-16","52","1","19","32","0","535","151"
"24","2","2021-11-16","52","1","16","35","0","548","117"
"25","0","2021-11-16","23","9","14","0","0","2587","524"
"25","1","2021-11-16","15","6","9","0","0","1347","312"
"25","2","2021-11-16","8","3","5","0","0","1235","211"
"26","0","2021-11-16","28","8","17","3","0","3229","822"
"26","1","2021-11-16","14","3","9","2","0","1634","465"
"26","2","2021-11-16","14","5","8","1","0","1552","340"
"27","0","2021-11-16","76","2","31","43","0","2117","523"
"27","1","2021-11-16","33","2","13","18","0","1027","290"
"27","2","2021-11-16","42","0","18","24","0","1072","227"
"28","0","2021-11-16","43","11","25","7","0","3117","536"
"28","1","2021-11-16","23","9","11","3","0","1587","292"
"28","2","2021-11-16","19","2","13","4","0","1502","242"
"29","0","2021-11-16","46","7","19","18","2","1366","299"
"29","1","2021-11-16","29","7","8","12","2","703","190"
"29","2","2021-11-16","17","0","11","6","0","648","106"
"2A","0","2021-11-16","17","4","10","2","1","660","128"
"2A","1","2021-11-16","11","3","6","1","1","330","73"
"2A","2","2021-11-16","6","1","4","1","0","329","55"
"2B","0","2021-11-16","19","4","10","4","1","647","115"
"2B","1","2021-11-16","11","3","5","3","0","359","67"
"2B","2","2021-11-16","8","1","5","1","1","284","48"
"30","0","2021-11-16","54","10","21","23","0","3594","745"
"30","1","2021-11-16","29","7","12","10","0","1865","430"
"30","2","2021-11-16","25","3","9","13","0","1710","313"
"31","0","2021-11-16","163","38","43","71","11","6385","915"
"31","1","2021-11-16","78","23","21","32","2","3332","555"
"31","2","2021-11-16","82","14","21","38","9","3014","355"
"32","0","2021-11-16","8","4","4","0","0","559","112"
"32","1","2021-11-16","4","3","1","0","0","279","61"
"32","2","2021-11-16","4","1","3","0","0","278","51"
"33","0","2021-11-16","157","42","88","27","0","6519","1178"
"33","1","2021-11-16","85","29","45","11","0","3344","665"
"33","2","2021-11-16","69","13","40","16","0","3145","509"
"34","0","2021-11-16","105","22","49","32","2","6002","1167"
"34","1","2021-11-16","58","13","31","13","1","3154","690"
"34","2","2021-11-16","46","9","18","18","1","2830","472"
"35","0","2021-11-16","145","15","84","45","1","4096","768"
"35","1","2021-11-16","74","13","45","16","0","2058","429"
"35","2","2021-11-16","71","2","39","29","1","2008","336"
"36","0","2021-11-16","18","2","9","7","0","1103","275"
"36","1","2021-11-16","10","2","5","3","0","557","145"
"36","2","2021-11-16","8","0","4","4","0","534","127"
"37","0","2021-11-16","77","23","22","32","0","2370","519"
"37","1","2021-11-16","47","17","14","16","0","1219","319"
"37","2","2021-11-16","30","6","8","16","0","1146","199"
"38","0","2021-11-16","93","14","48","25","6","8459","1860"
"38","1","2021-11-16","46","8","22","14","2","4131","1081"
"38","2","2021-11-16","46","6","25","11","4","4286","770"
"39","0","2021-11-16","35","2","20","12","1","2094","501"
"39","1","2021-11-16","16","1","11","4","0","966","260"
"39","2","2021-11-16","19","1","9","8","1","1111","238"
"40","0","2021-11-16","8","3","2","3","0","1040","263"
"40","1","2021-11-16","5","3","0","2","0","539","137"
"40","2","2021-11-16","3","0","2","1","0","497","123"
"41","0","2021-11-16","40","5","14","20","1","1748","337"
"41","1","2021-11-16","23","3","6","13","1","885","204"
"41","2","2021-11-16","17","2","8","7","0","858","133"
"42","0","2021-11-16","99","20","58","21","0","6286","1432"
"42","1","2021-11-16","53","15","28","10","0","3137","823"
"42","2","2021-11-16","46","5","30","11","0","3106","599"
"43","0","2021-11-16","45","1","18","26","0","1401","280"
"43","1","2021-11-16","19","1","8","10","0","685","161"
"43","2","2021-11-16","26","0","10","16","0","696","116"
"44","0","2021-11-16","74","15","46","13","0","4481","909"
"44","1","2021-11-16","41","8","24","9","0","2260","507"
"44","2","2021-11-16","33","7","22","4","0","2219","402"
"45","0","2021-11-16","96","18","33","40","5","3347","688"
"45","1","2021-11-16","55","12","19","22","2","1690","418"
"45","2","2021-11-16","41","6","14","18","3","1639","267"
"46","0","2021-11-16","12","1","8","3","0","488","109"
"46","1","2021-11-16","3","0","2","1","0","240","67"
"46","2","2021-11-16","9","1","6","2","0","246","42"
"47","0","2021-11-16","23","4","15","4","0","1016","198"
"47","1","2021-11-16","15","2","11","2","0","514","123"
"47","2","2021-11-16","8","2","4","2","0","476","71"
"48","0","2021-11-16","8","0","7","1","0","479","124"
"48","1","2021-11-16","3","0","3","0","0","258","72"
"48","2","2021-11-16","5","0","4","1","0","216","52"
"49","0","2021-11-16","89","29","55","5","0","3777","760"
"49","1","2021-11-16","60","22","34","4","0","1867","470"
"49","2","2021-11-16","29","7","21","1","0","1910","290"
"50","0","2021-11-16","74","8","16","50","0","1654","396"
"50","1","2021-11-16","40","6","10","24","0","833","220"
"50","2","2021-11-16","34","2","6","26","0","807","171"
"51","0","2021-11-16","79","8","39","31","1","3800","932"
"51","1","2021-11-16","36","5","20","10","1","1890","523"
"51","2","2021-11-16","41","3","18","20","0","1861","398"
"52","0","2021-11-16","28","5","15","8","0","1444","386"
"52","1","2021-11-16","12","4","5","3","0","692","195"
"52","2","2021-11-16","16","1","10","5","0","739","186"
"53","0","2021-11-16","30","2","24","4","0","1406","298"
"53","1","2021-11-16","8","1","6","1","0","686","166"
"53","2","2021-11-16","22","1","18","3","0","720","132"
"54","0","2021-11-16","79","16","33","28","2","4927","1239"
"54","1","2021-11-16","34","9","15","10","0","2453","708"
"54","2","2021-11-16","44","7","17","18","2","2442","523"
"55","0","2021-11-16","6","1","3","1","1","1449","386"
"55","1","2021-11-16","2","0","2","0","0","715","215"
"55","2","2021-11-16","4","1","1","1","1","730","171"
"56","0","2021-11-16","69","7","49","12","1","2433","465"
"56","1","2021-11-16","39","6","24","9","0","1209","267"
"56","2","2021-11-16","30","1","25","3","1","1205","196"
"57","0","2021-11-16","104","22","67","10","5","8107","2479"
"57","1","2021-11-16","58","15","36","6","1","4078","1385"
"57","2","2021-11-16","46","7","31","4","4","3979","1074"
"58","0","2021-11-16","7","3","3","1","0","1146","337"
"58","1","2021-11-16","5","2","2","1","0","541","189"
"58","2","2021-11-16","2","1","1","0","0","589","145"
"59","0","2021-11-16","292","66","153","62","11","18826","4095"
"59","1","2021-11-16","154","39","80","28","7","9337","2249"
"59","2","2021-11-16","135","27","73","31","4","9313","1821"
"60","0","2021-11-16","162","15","65","80","2","5481","1435"
"60","1","2021-11-16","84","12","32","39","1","2711","793"
"60","2","2021-11-16","77","2","33","41","1","2727","630"
"61","0","2021-11-16","44","5","24","15","0","1823","369"
"61","1","2021-11-16","17","3","10","4","0","846","210"
"61","2","2021-11-16","26","1","14","11","0","955","155"
"62","0","2021-11-16","115","11","40","62","2","8780","2014"
"62","1","2021-11-16","62","9","20","31","2","4232","1067"
"62","2","2021-11-16","53","2","20","31","0","4450","926"
"63","0","2021-11-16","47","9","24","14","0","2964","790"
"63","1","2021-11-16","21","4","12","5","0","1395","434"
"63","2","2021-11-16","26","5","12","9","0","1542","352"
"64","0","2021-11-16","68","9","27","30","2","2390","519"
"64","1","2021-11-16","36","6","16","14","0","1220","283"
"64","2","2021-11-16","29","3","9","16","1","1156","234"
"65","0","2021-11-16","19","3","8","8","0","1129","241"
"65","1","2021-11-16","9","0","7","2","0","556","127"
"65","2","2021-11-16","9","3","0","6","0","568","114"
"66","0","2021-11-16","85","8","24","40","13","1817","417"
"66","1","2021-11-16","40","5","13","14","8","958","264"
"66","2","2021-11-16","45","3","11","26","5","856","152"
"67","0","2021-11-16","84","18","44","20","2","7802","1801"
"67","1","2021-11-16","44","12","22","8","2","4011","1006"
"67","2","2021-11-16","37","6","20","11","0","3773","788"
"68","0","2021-11-16","70","12","39","18","1","6671","1568"
"68","1","2021-11-16","34","5","19","9","1","3429","889"
"68","2","2021-11-16","34","7","19","8","0","3230","676"
"69","0","2021-11-16","157","34","76","40","7","16883","3356"
"69","1","2021-11-16","81","21","36","20","4","8339","1972"
"69","2","2021-11-16","74","12","39","20","3","8348","1354"
"70","0","2021-11-16","11","4","5","2","0","1382","276"
"70","1","2021-11-16","6","3","2","1","0","688","158"
"70","2","2021-11-16","5","1","3","1","0","691","117"
"71","0","2021-11-16","54","10","37","6","1","5024","1133"
"71","1","2021-11-16","28","5","20","3","0","2310","607"
"71","2","2021-11-16","26","5","17","3","1","2670","518"
"72","0","2021-11-16","74","10","59","5","0","3179","626"
"72","1","2021-11-16","49","6","41","2","0","1494","361"
"72","2","2021-11-16","25","4","18","3","0","1685","265"
"73","0","2021-11-16","40","7","22","7","4","3180","729"
"73","1","2021-11-16","25","4","14","4","3","1583","424"
"73","2","2021-11-16","15","3","8","3","1","1578","303"
"74","0","2021-11-16","52","10","28","13","1","5474","1084"
"74","1","2021-11-16","25","5","12","8","0","2846","640"
"74","2","2021-11-16","26","5","16","4","1","2599","441"
"75","0","2021-11-16","287","78","163","43","3","22419","4821"
"75","1","2021-11-16","164","52","86","24","2","12022","2984"
"75","2","2021-11-16","121","25","76","19","1","10239","1819"
"76","0","2021-11-16","128","19","69","40","0","7275","1643"
"76","1","2021-11-16","67","14","36","17","0","3519","905"
"76","2","2021-11-16","58","4","32","22","0","3706","728"
"77","0","2021-11-16","150","40","35","73","2","9998","2148"
"77","1","2021-11-16","60","15","16","28","1","5152","1228"
"77","2","2021-11-16","90","25","19","45","1","4788","909"
"78","0","2021-11-16","120","22","47","49","2","9185","1937"
"78","1","2021-11-16","52","14","16","20","2","4661","1142"
"78","2","2021-11-16","68","8","31","29","0","4491","791"
"79","0","2021-11-16","27","4","18","5","0","1331","279"
"79","1","2021-11-16","14","3","9","2","0","618","159"
"79","2","2021-11-16","13","1","9","3","0","704","119"
"80","0","2021-11-16","89","9","31","44","5","3337","982"
"80","1","2021-11-16","39","5","15","16","3","1655","553"
"80","2","2021-11-16","48","3","16","28","1","1605","412"
"81","0","2021-11-16","21","4","7","9","1","1646","413"
"81","1","2021-11-16","16","4","3","9","0","828","246"
"81","2","2021-11-16","5","0","4","0","1","812","166"
"82","0","2021-11-16","25","10","15","0","0","1091","245"
"82","1","2021-11-16","18","9","9","0","0","575","126"
"82","2","2021-11-16","7","1","6","0","0","502","111"
"83","0","2021-11-16","114","10","33","68","3","7115","1659"
"83","1","2021-11-16","54","6","17","29","2","3593","957"
"83","2","2021-11-16","60","4","16","39","1","3439","688"
"84","0","2021-11-16","87","7","45","32","3","4723","981"
"84","1","2021-11-16","49","5","29","13","2","2323","571"
"84","2","2021-11-16","38","2","16","19","1","2351","396"
"85","0","2021-11-16","47","10","36","1","0","1869","329"
"85","1","2021-11-16","25","7","18","0","0","961","204"
"85","2","2021-11-16","20","2","17","1","0","904","124"
"86","0","2021-11-16","37","12","21","4","0","1471","290"
"86","1","2021-11-16","22","9","11","2","0","771","159"
"86","2","2021-11-16","14","2","10","2","0","688","128"
"87","0","2021-11-16","34","3","21","10","0","1287","343"
"87","1","2021-11-16","15","2","8","5","0","610","198"
"87","2","2021-11-16","19","1","13","5","0","672","144"
"88","0","2021-11-16","24","0","9","15","0","3053","876"
"88","1","2021-11-16","12","0","6","6","0","1456","481"
"88","2","2021-11-16","12","0","3","9","0","1583","393"
"89","0","2021-11-16","26","7","18","1","0","2575","616"
"89","1","2021-11-16","15","3","11","1","0","1257","340"
"89","2","2021-11-16","11","4","7","0","0","1289","271"
"90","0","2021-11-16","12","2","10","0","0","2354","634"
"90","1","2021-11-16","5","2","3","0","0","1163","372"
"90","2","2021-11-16","7","0","7","0","0","1191","262"
"91","0","2021-11-16","174","39","51","77","7","10527","1976"
"91","1","2021-11-16","80","25","26","27","2","5201","1072"
"91","2","2021-11-16","91","14","25","47","5","5015","862"
"92","0","2021-11-16","325","23","128","148","26","16008","2855"
"92","1","2021-11-16","138","13","61","58","6","8370","1669"
"92","2","2021-11-16","178","9","67","87","15","7527","1172"
"93","0","2021-11-16","300","36","78","183","3","14710","2612"
"93","1","2021-11-16","157","26","34","96","1","7776","1540"
"93","2","2021-11-16","134","10","36","86","2","6755","1043"
"94","0","2021-11-16","174","25","75","66","8","14987","3097"
"94","1","2021-11-16","66","13","33","17","3","7581","1759"
"94","2","2021-11-16","103","12","38","48","5","7279","1311"
"95","0","2021-11-16","187","31","58","90","8","10180","2120"
"95","1","2021-11-16","89","21","27","37","4","5346","1273"
"95","2","2021-11-16","96","10","29","53","4","4752","834"
"01","0","2021-11-17","41","4","15","20","2","3055","644"
"01","1","2021-11-17","19","3","5","10","1","1518","378"
"01","2","2021-11-17","21","1","9","10","1","1512","263"
"02","0","2021-11-17","54","9","27","17","1","4546","1159"
"02","1","2021-11-17","29","5","15","9","0","2200","639"
"02","2","2021-11-17","24","4","12","8","0","2322","511"
"03","0","2021-11-17","23","7","15","0","1","2349","605"
"03","1","2021-11-17","15","5","9","0","1","1101","344"
"03","2","2021-11-17","8","2","6","0","0","1226","251"
"04","0","2021-11-17","37","2","17","18","0","1304","266"
